1,1,118.08,334.7,141.73000000000002,57.74000000000001,1,1,1.0
1,2,722.61,260.34,95.36000000000001,50.74000000000001,1,1,1.0
1,3,207.32,244.59,102.36000000000001,48.98999999999998,1,1,1.0
2,1,93.59,338.2,141.73,57.74000000000001,1,1,1.0
2,2,711.24,266.46,80.46000000000004,42.04000000000002,1,1,1.0
2,3,207.33,244.59,102.35999999999999,48.98999999999998,1,1,1.0
3,1,67.34,346.07,141.73,57.74000000000001,1,1,1.0
3,2,703.37,270.84,80.46000000000004,42.04000000000002,1,1,1.0
3,3,207.33,244.59,102.35999999999999,48.98999999999998,1,1,1.0
4,1,48.97,344.32,141.73,57.75,1,1,1.0
4,2,686.74,272.58,80.46000000000004,42.04000000000002,1,1,1.0
4,3,207.34,244.59,102.35999999999999,48.98999999999998,1,1,1.0
5,1,24.47,346.95,141.73,57.74000000000001,1,1,1.0
5,2,674.5,275.21,80.45000000000005,42.04000000000002,1,1,1.0
5,3,207.34,244.59,102.35999999999999,48.98999999999998,1,1,1.0
6,1,0.0,356.57,141.71,57.74000000000001,1,1,1.0
6,2,662.25,276.96,80.46000000000004,42.04000000000002,1,1,1.0
6,3,207.35,244.59,102.35999999999999,48.98999999999998,1,1,1.0
7,1,0.0,360.1,123.3,54.20999999999998,1,1,1.0
7,2,643.0,278.71,80.46000000000004,42.04000000000002,1,1,1.0
7,3,207.36,244.59,102.36000000000001,48.98999999999998,1,1,1.0
8,1,0.0,360.1,94.4,62.099999999999966,1,1,1.0
8,2,631.63,280.46,80.46000000000004,42.04000000000002,1,1,1.0
8,3,207.36,244.59,102.36000000000001,48.98999999999998,1,1,1.0
9,1,0.0,360.1,77.8,64.69999999999999,1,1,1.0
9,2,619.38,282.21,80.46000000000004,42.04000000000002,1,1,1.0
9,3,207.37,244.59,102.36000000000001,48.98999999999998,1,1,1.0
10,1,0.0,360.1,47.2,64.69999999999999,1,1,1.0
10,2,605.38,286.58,80.46000000000004,42.04000000000002,1,1,1.0
10,3,207.38,244.59,102.35000000000002,48.98999999999998,1,1,1.0
11,1,0.0,360.1,25.3,64.69999999999999,1,1,1.0
11,2,588.76,286.58,80.46000000000004,42.04000000000002,1,1,1.0
11,3,207.38,244.59,102.36000000000001,48.98999999999998,1,1,1.0
12,2,573.88,288.33,80.46000000000004,42.04000000000002,1,1,1.0
12,3,207.39,244.59,102.36000000000001,48.98999999999998,1,1,1.0
13,2,558.14,287.5,90.06000000000006,46.370000000000005,1,1,1.0
13,3,207.39,244.59,102.36000000000001,48.98999999999998,1,1,1.0
14,2,541.52,289.25,90.06000000000006,46.370000000000005,1,1,1.0
14,3,207.4,244.59,102.35999999999999,48.98999999999998,1,1,1.0
15,2,524.02,291.0,90.06000000000006,46.370000000000005,1,1,1.0
15,3,207.41,244.59,102.35999999999999,48.98999999999998,1,1,1.0
16,2,504.77,295.37,90.06000000000006,46.379999999999995,1,1,1.0
16,3,207.41,244.59,102.35999999999999,48.98999999999998,1,1,1.0
17,2,493.4,295.37,90.06000000000006,46.379999999999995,1,1,1.0
17,3,207.42,244.59,102.35999999999999,48.98999999999998,1,1,1.0
18,2,476.78,301.5,90.06000000000006,46.370000000000005,1,1,1.0
18,3,207.42,244.59,102.35999999999999,48.98999999999998,1,1,1.0
19,2,461.9,303.25,90.06000000000006,46.370000000000005,1,1,1.0
19,3,207.43,244.59,102.36000000000001,48.98999999999998,1,1,1.0
20,2,447.03,306.75,90.06000000000006,46.370000000000005,1,1,1.0
20,3,207.44,244.59,102.36000000000001,48.98999999999998,1,1,1.0
21,2,419.0,310.2,106.70000000000005,55.170000000000016,1,1,1.0
21,3,207.44,244.59,102.36000000000001,48.98999999999998,1,1,1.0
22,2,401.5,309.33,106.69999999999999,55.160000000000025,1,1,1.0
22,3,207.45,244.59,102.36000000000001,48.98999999999998,1,1,1.0
23,2,384.88,312.82,106.69999999999999,55.170000000000016,1,1,1.0
23,3,207.46,244.59,102.35,48.98999999999998,1,1,1.0
24,2,364.76,317.2,106.69999999999999,55.170000000000016,1,1,1.0
24,3,207.46,244.59,102.35999999999999,48.98999999999998,1,1,1.0
25,2,349.01,318.95,106.69999999999999,55.170000000000016,1,1,1.0
25,3,207.47,244.59,102.35999999999999,48.98999999999998,1,1,1.0
26,2,325.39,323.32,106.69999999999999,55.170000000000016,1,1,1.0
26,3,207.47,244.59,102.35999999999999,48.98999999999998,1,1,1.0
27,2,316.64,325.07,106.69999999999999,55.170000000000016,1,1,1.0
27,3,207.48,244.59,102.35999999999999,48.98999999999998,1,1,1.0
